director_id,movie_id,title,budget,homepage,overview,popularity,release_date,revenue,runtime,movie_status,vote_average,vote_count
540,36691,Solitary Man,15000000,http://www.solitarymanmovie.com/,A car magnate watches his personal and professional life hit the skids because of his business and romantic indiscretions.,7.497306,07/09/2009 00:00,5024782,90,Released,5.8,84
57,36819,Time Bandits,5000000,,"Young history buff Kevin can scarcely believe it when six dwarfs emerge from his closet one night. Former employees of the Supreme Being, they've purloined a map charting all of the holes in the fabric of time and are using it to steal treasures from different historical eras. Taking Kevin with them, they variously drop in on Napoleon, Robin Hood and King Agamemnon before the Supreme Being catches up with them.",14.779537,13/07/1981 00:00,42365581,116,Released,6.6,249
69,36955,True Lies,115000000,,"Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them.",38.729418,14/07/1994 00:00,378882411,141,Released,6.8,1116
1182,37003,U2 3D,15000000,http://www.u23dmovie.com/,"A 3-D presentation of U2's global \""Vertigo\"" tour. Shot at seven different shows, this production employs the greatest number of 3-D cameras ever used for a single project.",0.335195,19/05/2007 00:00,22730842,85,Released,6.7,10
231,37137,The Naked Gun 2½: The Smell of Fear,23000000,,"Bumbling cop Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business.",27.33256,28/06/1991 00:00,86930411,85,Released,6.6,546
67,37165,The Truman Show,60000000,,"Truman Burbank is the star of \""The Truman Show\"", a 24-hour-a-day \""reality\"" TV show that broadcasts every aspect of his life -- live and in color -- without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life.",56.488027,04/06/1998 00:00,264118201,103,Released,7.8,4537
58,37233,The Firm,42000000,,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",23.736535,30/06/1993 00:00,270248367,154,Released,6.6,501
1183,37495,Four Lions,967686,http://www.four-lions.co.uk/,"Four Lions tells the story of a group of British jihadists who push their abstract dreams of glory to the breaking point. As the wheels fly off, and their competing ideologies clash, what emerges is an emotionally engaging (and entirely plausible) farce. In a storm of razor-sharp verbal jousting and large-scale set pieces, Four Lions is a comic tour de force; it shows that-while terrorism is about ideology-it can also be about idiots.",20.544999,07/05/2010 00:00,4270000,101,Released,7,423
260,37686,Super 8,50000000,http://www.super8-movie.com/,"In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.",37.069253,08/06/2011 00:00,260095987,112,Released,6.6,2435
157,37710,The Tourist,100000000,http://thetourist-movie.com/,"American tourist Frank (Johnny Depp) meets mysterious British woman Elsie (Angelina Jolie) on the train to Venice. Romance seems to bud, but there's more to her than meets the eye. Remake of the 2005 French film \""Anthony Zimmer\"", written and directed by Jérôme Salle.",41.426678,08/12/2010 00:00,278731369,103,Released,6,1699
8,37724,Skyfall,200000000,http://www.skyfall-movie.com,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",93.004993,25/10/2012 00:00,1108561013,143,Released,6.9,7604
1184,37735,Easy A,8000000,http://letsnotandsaywedid.com/,"After a little white lie about losing her virginity gets out, a clean cut high school girl sees her life paralleling Hester Prynne's in \""The Scarlet Letter,\"" which she is currently studying in school - until she decides to use the rumor mill to advance her social and financial standing.",45.395839,10/09/2010 00:00,74952305,92,Released,6.7,2210
1185,37786,Sex and the City 2,100000000,http://www.sexandthecitymovie.com/,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.",18.325897,26/05/2010 00:00,288347692,146,Released,5.4,426
150,37799,The Social Network,40000000,http://www.thesocialnetwork-movie.com/,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",69.27822,30/09/2010 00:00,224920315,120,Released,7.1,3391
461,37821,Killers,75000000,http://killersfilm.com/,"When an elite assassin marries a beautiful computer whiz after a whirlwind romance, he gives up the gun and settles down with his new bride. That is, until he learns that someone from his past has put a contract out on his life.",23.004607,04/06/2010 00:00,98159963,100,Released,5.7,772
21,37834,Knight and Day,117000000,http://www.knightanddaymovie.com,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",44.906918,15/06/2010 00:00,261930431,109,Released,5.9,1547
1186,37931,MacGruber,10000000,http://iamrogue.com/macgruber/,"Ex-special operative MacGruber (Forte) is called back into action to take down his archenemy, Dieter Von Cunth (Kilmer), who's in possession of a nuclear warhead and bent on destroying Washington, DC.",14.038512,21/05/2010 00:00,6110000,90,Released,5.1,179
691,37950,Charlie St. Cloud,44000000,,"Accomplished sailor Charlie St. Cloud has the adoration of his mother Claire and his little brother Sam, as well as a college scholarship that will lead him far from his sleepy Pacific Northwest hometown. But his bright future is cut short when a tragedy strikes and takes his dreams with it. After his high-school classmate Tess returns home unexpectedly, Charlie grows torn between honoring a promise he made four years earlier and moving forward with newfound love. And as he finds the courage to let go of the past for good, Charlie discovers the soul most worth saving is his own.",21.75433,01/05/2010 00:00,48190704,99,Released,6.8,566
598,37958,Immortals,75000000,http://www.immortalsmovie.com/splash/,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",37.917002,10/11/2011 00:00,226904017,110,Released,5.7,880
1016,37964,Brown Sugar,8000000,,"Sidney is a writer who's just left her L.A. Times music review gig to edit New York hip-hop magazine XXL. Dre is an executive with a hip-hop record company based in New York. They've known each other since they met as children, when both discovered hip-hop for the first time. Now that they're back together, they should be perfect for each other, except that Dre's about to marry lawyer Reese and Sidney claims not to be interested in Dre romantically. Meanwhile, Dre is growing increasingly restless with his company's focus on profit over artistry, which leads to signing the gimmicky duo Ren and Ten while ignoring the talented Chris",3.501158,05/10/2002 00:00,27362712,109,Released,7,31
1187,38050,The Adjustment Bureau,50200000,http://www.theadjustmentbureau.com/,"A man glimpses the future Fate has planned for him – and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved.",26.60772,03/03/2011 00:00,127869379,106,Released,6.5,1652
258,38055,Megamind,130000000,http://www.megamind.com,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",68.757242,28/10/2010 00:00,321887208,95,Released,6.7,1918
1188,38073,Going the Distance,32000000,http://going-the-distance.warnerbros.com/,"Erin and Garrett are very much in love. When Erin moves to San Francisco to finish her journalism degree and Garrett stays behind in New York to work in the music industry, they gamely keep the romance alive with webcams and frequent-flyer miles. But just when it seems the lovers will soon be reunited, they each score a big break that could separate them for good.",13.611544,01/09/2010 00:00,42045846,102,Released,6,262
1189,38117,Beastly,17000000,http://www.beastlythemovie.com/,"A curse transforms a handsome and arrogant young man into everything he detests in this contemporary retelling of Beauty and the Beast. Wealthy Kyle Kingson has everything a teenager could want in life, but he still gets off on humiliating the weaker and less attractive. When Kyle invites his misfit classmate Kendra to an environmental rally at their school, she questions his motivations but reluctantly accepts. Later, Kyle blows Kendra off, prompting the spurned goth girl to cast a dark spell on the swaggering egotist.",24.054062,21/01/2011 00:00,43165571,86,Released,6,849
281,38153,Shadow Conspiracy,45000000,,"Bobby Bishop (Sheen) is a special assistant to the President of the United States. Accidentally, he meets his friend professor Pochenko on the street. Pochenko has time to tell Bishop about some conspiracy in the White House but then immediately gets killed by an assassin. Now bad guys are after Bobby as the only man who knows about a plot. Bishop must now not only survive, but to stop the conspirators from achieving their goal. And he doesn't know whom to trust.",3.848893,31/01/1997 00:00,2154540,103,Released,4,11
542,38167,Eat Pray Love,60000000,http://www.sonypictures.com/movies/eatpraylove/,"Liz Gilbert had everything a modern woman is supposed to dream of having – a husband, a house and a successful career – yet like so many others, she found herself lost, confused and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy, the power of prayer in India and, finally and unexpectedly, the inner peace and balance of true love in Bali.",28.800112,12/08/2010 00:00,204594016,133,Released,5.8,636
683,38303,You Again,20000000,,"History -- make that high school -- may repeat itself when Marni learns that Joanna, the mean girl from her past, is set to be her sister-in-law. Before the wedding bells toll, Marni must show her brother that a tiger doesn't change its stripes. On Marni's side is her mother, while Joanna's backed by her wealthy aunt.",19.962713,24/09/2010 00:00,32005248,105,Released,6,368
642,38317,Zookeeper,80000000,http://www.zookeeper-movie.com/,"A comedy about a zookeeper who might be great with animals, but he doesn't know anything about the birds and the bees. The man can't find love, so he decides to quit his job at the zoo, but his animal friends try to stop him and teach him that Mother Nature knows best when it comes to love.",27.46264,06/07/2011 00:00,169852759,102,Released,5.3,498
740,38319,Your Highness,49900000,http://www.yourhighnessmovie.net/,"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",21.408222,08/04/2011 00:00,26121638,102,Released,5.2,501
1101,38321,Priest,60000000,http://www.priest-themovie.com/,"In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess.",28.350927,05/05/2011 00:00,78309131,87,Released,5.4,692
862,38322,"Big Mommas: Like Father, Like Son",32000000,http://www.bigmommaslikefatherlikeson.com/,"FBI agent Malcolm Turner and his 17-year-old son, Trent, go undercover at an all-girls performing arts school after Trent witnesses a murder. Posing as Big Momma and Charmaine, they must find the murderer before he finds them.",15.901137,16/02/2011 00:00,83615414,107,Released,5.3,313
31,38356,Transformers: Dark of the Moon,195000000,http://www.transformersmovie.com/,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",28.529607,28/06/2011 00:00,1123746996,154,Released,6.1,3299
139,38357,Morning Glory,40000000,http://www.morningglorymovie.com/,"A young and devoted morning television producer is hired as an executive producer on a  long-running morning show at a once-prominent but currently failing station in New York City. Eager to keep the show on air, she recruits a former news journalist and anchor who disapproves of co-hosting a show that does not deal with real news stories.",22.491388,12/01/2010 00:00,58785180,102,Released,6.1,412
1190,38358,The Last Exorcism,1800000,http://thelastexorcism.com/,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",14.838986,27/08/2010 00:00,67738090,87,Released,5.6,328
219,38363,Fair Game,22000000,http://www.fairgame-movie.com/,"Wife and mother Valerie Plame (Naomi Watts) has a double life as a CIA operative, hiding her vocation from family and friends. Her husband, Joseph Wilson (Sean Penn), writes a controversial article in The New York Times, refuting stories about the sale of enriched uranium to Iraq, Then Valerie's secret work and identity is leaked to the press. With her cover blown and other people endangered, Valerie's career and personal life begin to unravel.",12.54949,20/05/2010 00:00,24188922,108,Released,6.5,235
626,38365,Grown Ups,80000000,http://www.grownups-movie.com/,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",38.864027,24/06/2010 00:00,271430189,102,Released,6,1705
1191,38415,Bran Nue Dae,7,,"In the Summer of 1965 a young man is filled with the life of the idyllic old pearling port Broome - fishing, hanging out with his mates and his girl. However his mother returns him to the religious mission for further schooling. After being punished for an act of youthful rebellion, he runs away from the mission on a journey that ultimately leads him back home.",0.050456,09/08/2009 00:00,7,82,Released,5.2,6
172,38448,Ondine,12000000,http://www.ondinefilm.com,An Irish fisherman discovers a woman in his fishing net believing her to be a mermaid.,5.841285,14/09/2009 00:00,1644755,111,Released,6.5,84
309,38541,The Divide,3000000,,"Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic.",11.882563,13/03/2011 00:00,22000,112,Released,5.7,197
516,38579,Marmaduke,50000000,http://www.themarmadukemovie.com/,"When Phil and Debbie Winslow relocate from their native Kansas to the sunny climes of Orange County, their big-hearted, havoc-wreaking Great Dane gets a taste of the dog's life, California-style.",12.25622,04/06/2010 00:00,83761844,87,Released,5,149
1192,38665,The Legend of the Lone Ranger,18000000,,"When the young Texas Ranger, John Reid, is the sole survivor of an ambush arranged by the militaristic outlaw leader, Butch Cavendich, he is rescued by an old childhood Comanche friend, Tonto. When he recovers from his wounds, he dedicates his life to fighting the evil that Cavendich represents. To this end, John Reid becomes the great masked western hero, The Lone Ranger. With the help of Tonto, the pair go to rescue President Grant when Cavendich takes him hostage.",11.725805,20/08/1981 00:00,2945600,98,Released,3.7,14
784,38745,Gulliver's Travels,112000000,,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",22.845143,25/12/2010 00:00,237382724,85,Released,4.9,621
1193,38757,Tangled,260000000,http://disney.go.com/disneypictures/tangled/,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",48.681969,24/11/2010 00:00,591794936,100,Released,7.4,3330
189,38778,Dinner for Schmucks,69000000,http://www.dinnerforschmucks.com/,"Rising executive Tim Wagner works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a career-boost. Tim plans on not attending until he meets Barry, a man who builds dioramas using stuffed mice. Barry's blundering but good intentions send Tim's life into a downward spiral, threatening a major business deal and possibly scuttling Tim's engagement to his fiancee.",11.023691,30/07/2010 00:00,86387857,114,Released,5.5,531
263,38985,Sorcerer,22000000,,Four exiled international criminals on the run hide out in a remote Nicaraguan village whose economy is dependent on an oil company. An oil well 200 miles away catches fire and can be extinguished only with explosives. The criminals are given a chance to earn a great deal of money by transporting highly volatile and sensitive explosives through hazardous and rugged terrain full of obstacles and danger.,9.088209,24/06/1977 00:00,12000000,121,Released,7.4,98
1194,39013,Winter's Bone,2000000,http://www.wintersbonemovie.com/,"17 year-old Ree Dolly sets out to track down her father, who put their house up for his bail bond and then disappeared. If she fails, Ree and her family will be turned out into the Ozark woods. Challenging her outlaw kin's code of silence and risking her life, Ree hacks through the lies, evasions and threats offered up by her relatives and begins to piece together the truth.",20.834883,11/06/2010 00:00,13831503,100,Released,6.8,565
722,39141,Tadpole,150000,,"Beautiful, sophisticated women are all over Oscar Grubman. He is sensitive and compassionate, speaks French fluently, is passionate about Voltaire, and thinks the feature that tells the most about a woman is her hands. On the train home from Chauncey Academy for the Thanksgiving weekend, Oscar confides in his best friend that he has plans for this vacation--he will win the heart of his true love. But there is one major problem--Oscar's true love is his stepmother Eve. Oscar is certain that he could be a better mate to Eve than his work-obsessed father. He fails to win Eve's heart and is consequently dejected. Oscar's path to his true love is further crossed by Diane, Eve's best friend who, one night while wearing Eve's borrowed perfumed scarf, offers him temporary comfort in an unconventional tryst. For Diane, Oscar fills a void in her life. For Oscar, Diane is somewhat of a distraction, as his continued pursuit of Eve leads to an unexpected resolution.",8.570328,01/11/2002 00:00,2891288,78,Released,5.5,19
1195,39209,Shalako,1455000,,"Sean Connery is Shalako, a guide in the old West who has to rescue an aristocratic British hunting party from Indians and bandits.",3.598457,06/11/1968 00:00,2620000,113,Released,5.4,12
306,39254,Real Steel,110000000,http://www.steelgetsreal.com/,"In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender.",37.195046,28/09/2011 00:00,299268508,127,Released,6.6,2692
77,39451,Little Fockers,100000000,http://www.littlefockers.net/,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",32.389353,21/12/2010 00:00,310650585,98,Released,5.4,1060
791,39486,Secretariat,35000000,http://disney.go.com/disneypictures/secretariat/,"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",9.525037,20/08/2010 00:00,60251371,123,Released,6.8,103
575,39513,Paul,40000000,http://paulthemovie.co.uk/,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.",43.151268,14/02/2011 00:00,97552050,104,Released,6.5,1789
641,39514,RED,58000000,,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",41.430245,13/10/2010 00:00,71664962,111,Released,6.6,2808
50,39538,Contagion,60000000,http://contagionmovie.warnerbros.com/,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.",38.820858,08/09/2011 00:00,137551594,106,Released,6.2,1325
1196,39691,Cats & Dogs 2 : The Revenge of Kitty Galore,85000000,http://catsanddogsmovie.warnerbros.com/,The ongoing war between the canine and feline species is put on hold when they join forces to thwart a rogue cat spy with her own sinister plans for conquest.,11.77398,30/07/2010 00:00,112483764,82,Released,4.9,119
1197,39781,The Kids Are All Right,3500000,http://filminfocus.com/focusfeatures/film/the_kids_are_all_right/,"Two women, Nic and Jules, brought a son and daughter into the world through artificial insemination. When one of their children reaches age, both kids go behind their mothers' backs to meet with the donor. Life becomes so much more interesting when the father, two mothers and children start to become attached to each other.",15.338211,09/07/2010 00:00,34705850,106,Released,6.5,506
800,39800,Life During Wartime,4500000,http://www.ifcfilms.com/films/life-during-wartime-2,"Friends, family, and lovers struggle to find love, forgiveness, and meaning in an almost war-torn world riddled with comedy and pathos. Follows Solondz's film Happiness (1998).",3.108881,10/10/2009 00:00,744816,97,Released,6.3,30
1198,39806,Princess Kaiulani,9000000,http://www.princesskaiulanimovie.com/,"Lush scenery and gorgeous photography highlight this bio of Princess Kaiulani (Q'Orianka Kilcher), a 19th-century Hawaiian princess raised in England but determined to maintain her people's independence from aggressive American businessmen. After being sent to England as a child by her Scottish father, Kaiulani returns to Hawaii and becomes a political activist who fights to retain her throne, even though she must leave her English paramour.",0.717811,14/05/2010 00:00,771499,130,Released,4.8,14
1199,39833,Love Me Tender,1000000,,Elvis Prestley's first film is a Civil War drama.,1.444258,15/11/1956 00:00,9000000,89,Released,5.5,21
1200,39895,From a Whisper to a Scream,1100000,,"The uncle of an executed murderess relates four stories of his hometown, Oldfield, to a reporter. In the first, an elderly man pursues a romance with a younger woman, even to the grave and beyond. In the second, a wounded man on the run from creditors is rescued by a backwoods hermit who holds the secret to eternal life. In the third, a glass-eating carny pays the ultimate price for looking for love on the outside. And in the fourth, a group of Civil War soldiers are held captive by a household of orphans with strange intentions for them.",1.220072,25/09/1987 00:00,1400000,99,Released,6.8,15
511,39939,Super Troopers,3000000,http://www.brokenlizard.com/,"Five bored, occasionally high and always ineffective Vermont state troopers must prove their worth to the governor or lose their jobs. After stumbling on a drug ring, they plan to make a bust, but a rival police force is out to steal the glory.",16.312803,18/01/2001 00:00,18492362,100,Released,6.6,362
888,40001,Mrs. Winterbourne,25000000,,"Connie Doyle is eighteen and pregnant her boyfriend has kicked her out. She accidentaly ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregnant. The train wrecks and she wakes up in the hosptial to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up.",7.946769,19/04/1996 00:00,10070000,105,Released,5.3,25
521,40264,Vampires Suck,20000000,http://www.dancingwerewolves.com/,"Becca, an anxious, non-vampire teen is torn between two boys. Before she can choose, Becca must get around her controlling father, who embarrasses Becca by treating her like a child. Meanwhile, Becca's friends contend with their own romantic issues - all of which collide at the prom.",17.165039,18/08/2010 00:00,80547866,82,Released,4.2,315
1047,40494,Trapeze,4000000,,"A pair of men try to perform the dangerous \""triple\"" in their trapeze act. Problems arise when the duo is made into a trio following the addition of a sexy female performer.",1.379354,30/05/1956 00:00,14400000,105,Released,6.4,22
1201,40688,Meet the Deedles,24000000,,Two surfers end up as Yellowstone park rangers and have to stop a former ranger who is out for revenge.,2.353441,27/03/1998 00:00,4562146,93,Released,4.1,19
1202,40794,Mine vaganti,7000000,http://www.minevaganti.net/,"Tommaso is the youngest son of the Cantones, a large, traditional southern Italian family operating a pasta-making business since the 1960s. On a trip home from Rome, where he studies literature and lives with his boyfriend, Tommaso decides to tell his parents the truth about himself. But when he is finally ready to come out in front of the entire family, his older brother Antonio ruins his plans.",7.720692,12/02/2010 00:00,8220215,110,Released,7,118
16,40805,The Green Hornet,120000000,http://www.sonypictures.com/movies/thegreenhornet/,"Britt Reid (Seth Rogen), the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father (Tom Wilkinson) dies, Britt meets Kato (Jay Chou), a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky (Christoph Waltz).",31.703608,12/01/2011 00:00,227817248,119,Released,5.5,1251
961,40807,50/50,8000000,http://www.50-50themovie.com/,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",33.372828,30/09/2011 00:00,39187783,100,Released,7,1261
165,41154,Men in Black 3,225000000,http://www.sonypictures.com/movies/meninblack3/,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",52.035179,23/05/2012 00:00,624026776,106,Released,6.2,4160
1203,41210,The Switch,19000000,http://theswitch-movie.com/,"An unmarried 40-year-old woman turns to a turkey baster in order to become pregnant. Seven years later, she reunites with her best friend, who has been living with a secret: he replaced her preferred sperm sample with his own.",27.494037,11/05/2010 00:00,49830607,101,Released,5.9,583
253,41216,Legend of the Guardians: The Owls of Ga'Hoole,80000000,http://legendoftheguardians.warnerbros.com/,"Soren, a young barn owl, is kidnapped by owls of St. Aggie's, ostensibly an orphanage, where owlets are brainwashed into becoming soldiers. He and his new friends escape to the island of Ga'Hoole, to assist its noble, wise owls who fight the army being created by the wicked rulers of St. Aggie's. The film is based on the first three books in the series.",37.321848,10/07/2010 00:00,140073390,97,Released,6.5,703
571,41233,Step Up 3D,30000000,http://stepupmovie.com/,"A tight-knit group of New York City street dancers, including Luke and Natalie, team up with NYU freshman Moose, and find themselves pitted against the world's best hip hop dancers in a high-stakes showdown that will change their lives forever.",25.060342,04/08/2010 00:00,159291809,107,Released,6.6,582
883,41283,Faster,24000000,http://www.fasterthemovie.com/,"Driver (Dwayne Johnson) has spent the last 10 years in prison planning revenge for the murder of his brother. Now that Driver is free to carry out his deadly plan only two men stand in his way- Billy Bob Thornton plays a veteran cop and Oliver Jackson-Cohen, a crazy hitman. With those two close on his trail, Driver races to carry out his mission as the mystery surrounding his brothers murder deepens.",26.324874,23/11/2010 00:00,23081726,98,Released,6.1,568
518,41402,Let Me In,20000000,http://www.letmein-movie.com,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,19.705311,01/10/2010 00:00,24145613,116,Released,6.7,641
1205,41436,Paranormal Activity 2,3000000,http://www.paranormalmovie.com/trailer/,"Just as Dan and Kristi welcome a newborn baby into their home, a demonic presence begins terrorizing them, tearing apart their perfect world and turning it into an inescapable nightmare. Security cameras capture the torment, making every minute horrifyingly real.",22.789649,20/10/2010 00:00,177512032,91,Released,5.7,722
1099,41439,Saw 3D,20000000,http://www.saw3dmovie.com,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",36.133536,21/10/2010 00:00,136150434,90,Released,5.8,730
105,41446,Scream 4,40000000,http://www.scream-4.com/,"Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger.",35.21926,11/04/2011 00:00,97138686,111,Released,6.1,902
1206,41479,The Joneses,10000000,http://www.thejonesesmovie.com/,"A seemingly perfect family moves into a suburban neighborhood, but when it comes to the truth as to why they're living there, they don't exactly come clean with their neighbors.",14.979375,13/09/2009 00:00,7022728,96,Released,6.1,210
675,41513,The Smurfs,110000000,http://www.smurfhappens.com/,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",36.65422,29/07/2011 00:00,563749323,103,Released,5.5,1179
1207,41515,Yogi Bear,80000000,http://www.yogibear.com/,"Jellystone Park has been losing business, so greedy Mayor Brown decides to shut it down and sell the land. That means families will no longer be able to experience the natural beauty of the outdoors -- and, even worse, Yogi and Boo Boo will be tossed out of the only home they've ever known. Faced with his biggest challenge ever, Yogi must prove that he really is \""smarter than the average bear\"" as he and Boo Boo join forces with their old nemesis Ranger Smith to find a way to save Jellystone Park from closing forever.",11.187696,11/12/2010 00:00,201584141,80,Released,5.2,220
